heart_rate,spo2,temperature,vibration,label
82.11017467202619,96.4558859978858,37.16624638964391,0.26242981876619803,0
66.64655641289899,96.64255457718957,37.19940171859652,0.2557627934626501,0
142.35831349060206,88.86060207414853,37.93979104053181,0.8125323170692703,1
93.17394065634326,97.81877764375486,36.50184119754954,0.2852234139638015,0
141.45326744896212,88.74265950593828,37.81794700309082,0.6582514954101806,1
70.66732040926804,97.45474091214113,36.726084979245634,0.09281056862400384,0
152.99810976848968,90.46122169753242,38.42657323937235,0.9643179722039795,1
101.43944089325325,96.66522466789345,36.817695266476875,0.07801441207573016,0
83.9913611435207,95.99781254421853,36.27570904705152,0.030349685883930964,0
83.77300493044852,96.25509735519356,36.67868077304481,0.025263903353129502,0
85.95157025436913,96.74045332241609,36.61634992485355,0.2521044532765524,0
77.63181393259991,96.24820894990482,35.950353320566826,0.2385034610785411,0
86.11676288840867,99.60168311418039,36.866162428104154,0.051138753474492614,0
83.09820710227028,97.78905668737552,36.37289520893482,0.26648165895345177,0
74.46411758292005,97.94131058076748,36.73354602111436,0.0025486735821628526,0
132.83659095699625,91.65864754516572,38.413577162592944,0.6233188815449427,1
77.50963960443622,98.39568381078996,37.20663284033164,0.1988579362903997,0
70.60120213672644,96.1338251517855,36.580053140867,0.052434385462480144,0
79.50536290347567,97.10589445311524,36.650920392464606,0.22300586867100372,0
151.46293628522557,90.14430647364352,38.76034474821133,0.9635670976485816,1
118.46424544390902,90.0635189131629,37.60290406672528,0.8734798182898482,1
80.28181157369129,97.14488783309689,36.71172724830906,0.14552187274280862,0
87.07751935455475,97.9873345165891,36.710755339737844,0.22785604461508321,0
165.26523628730502,88.40577286755004,39.21557605888087,0.7297254655502322,1
74.0842861116417,98.89988193489522,36.9717170933527,0.22801047054095216,0
73.22284630247894,96.44257694689168,36.87906524358643,0.16352502385796705,0
73.90487797840717,96.40764404434795,36.66356158478669,0.19181244016283264,0
151.1415779596338,87.13833759675066,39.26957117290532,0.8833296196311882,1
145.5156296353969,93.00168606056076,37.93636810372293,0.7876241360884615,1
156.30129195253647,88.4763506566823,38.66668492563044,0.7984877917959697,1
